,time,open,high,low,close,volume,RSI,Real Lower Band,Real Middle Band,Real Upper Band,MACD,MACD_Hist,MACD_Signal
122,2021-08-03,352.73,353.7699,347.7,351.24,12406054,49.9799,333.3287,353.7221,374.1154,4.4902,-0.9644,5.4546
123,2021-08-02,358.1,359.4,350.74,351.95,13180439,50.4987,333.6072,353.9833,374.3595,5.346,-0.3497,5.6957
124,2021-07-30,354.0,360.73,352.94,356.3,15976179,53.6682,333.8194,354.1974,374.5753,6.2883,0.5051,5.7832
125,2021-07-29,361.0,365.52,356.74,358.32,32210926,55.161,333.6369,353.9761,374.3152,6.9566,1.2997,5.6569
126,2021-07-28,374.56,377.5499,366.93,373.28,29676910,68.2085,333.1848,353.5188,373.8528,7.5027,2.1708,5.332
127,2021-07-27,371.91,373.15,364.55,367.81,15705447,65.4324,333.4296,351.4387,369.4477,6.5675,1.7782,4.7893
128,2021-07-26,369.58,374.44,368.22,372.46,14925222,70.2765,333.1713,349.7154,366.2595,5.8351,1.4904,4.3447
129,2021-07-23,360.91,375.33,357.19,369.79,33694328,69.055,333.5095,347.3212,361.1329,4.3421,0.37,3.9721
130,2021-07-22,346.68,351.54,345.21,351.19,12385441,57.8504,334.5161,344.9561,355.396,2.6452,-1.2345,3.8796
131,2021-07-21,341.5,346.52,341.25,346.23,9279657,53.6992,333.4648,344.2999,355.1349,2.3346,-1.8537,4.1882
132,2021-07-20,338.8,343.45,334.5,341.66,11024277,49.4387,332.6418,344.0967,355.5516,2.4092,-2.2424,4.6516
133,2021-07-19,337.57,339.79,334.54,336.95,14372345,44.5563,331.3594,344.3532,357.347,2.9347,-2.2775,5.2122
134,2021-07-16,344.91,345.9899,340.14,341.16,11026093,48.4386,330.7242,345.1325,359.5407,4.0424,-1.7393,5.7816
135,2021-07-15,349.2348,349.2348,340.22,344.46,14781594,51.7186,330.6685,345.5506,360.4328,4.9687,-1.2478,6.2164
136,2021-07-14,354.56,355.2,346.73,347.63,13894221,55.0432,329.3955,345.6654,361.9353,5.7427,-0.7857,6.5284
137,2021-07-13,351.5,358.49,348.8,352.09,11455963,60.0897,328.7857,345.4586,362.1316,6.3243,-0.4005,6.7248
138,2021-07-12,351.23,354.19,349.64,353.16,10018624,61.3426,328.059,344.7606,361.4622,6.5206,-0.3043,6.8249
139,2021-07-09,345.32,350.71,345.265,350.42,13018694,59.326,326.8,343.8764,360.9529,6.5673,-0.3337,6.901
